0.133935289,0.18985032,1,1
0.107793035,0.149802556,1,1
0.053862755,0.028248336,1,1
0.066075126,0.049612433,1,1
0.119114267,0.108568325,1,1
0.095671854,0.054412949,1,1
0.032992866,0.071191028,1,1
0.093063667,0.089479935,1,1
0.013107976,-0.001334932,1,1
0.045147507,0.064811179,1,1
0.065355053,0.053724601,1,1
0.025955202,0.047200255,1,1
0.02195648,0.010092191,1,1
0.032313901,0.012407221,1,1
-0.007443254,-0.032713426,1,1
0.009423968,0.047280003,1,1
-0.004021386,-0.000419275,1,1
0.049584868,0.042603626,1,1
0.081419948,0.030203124,1,1
0.051167483,0.043861291,1,1
-0.001719752,0.050962081,1,1
-0.004702671,0.002246798,1,1
-0.023862617,-0.030819151,1,1
-0.001040692,-0.019567953,1,1
-0.049191547,-0.029219216,1,1
-0.041428463,-0.046287973,1,1
-0.04082367,-0.011047051,1,1
-0.020336627,0.007091346,1,1
-0.002819112,-0.007189598,1,1
0.015297028,-0.019068127,1,1
0.03706529,0.039166278,1,1
-0.034445118,-0.05270044,1,1
0.016760762,0.018348756,1,1
-0.050971868,-0.025505835,1,1
0.031317891,0.02169886,1,1
-0.01053528,-0.008054076,1,1
0.002291293,0.005017602,1,1
-0.045598623,-0.039299585,1,1
0.030506127,-0.00632917,1,1
0.010577438,0.03378273,1,1
0.033609768,0.004640132,1,1
-0.025715042,-0.034240852,1,1
0.002994265,0.034089394,1,1
0.038995868,0.050143146,1,1
0.015470499,0.017694148,1,1
0.008175934,-0.005453449,1,1
0.039954511,0.01710287,1,1
0.002594704,-0.008333843,1,1
0.049964416,0.038711312,1,1
-0.008430515,0.000683536,1,1
0.061494528,0.030795755,1,1
-0.007158999,-0.012744744,1,1
-0.061445983,0.000848121,1,1
0.047586065,0.023614949,1,1
0.004794134,0.008280884,1,1
0.015543728,0.012778895,1,1
0.025435504,0.01446627,1,1
-0.050275579,-0.022784274,1,1
0.020549317,0.027960067,1,1
0.00371843,-0.014852879,1,1
-0.004279069,-0.016557126,1,1
-0.014984801,-0.006100014,1,1
0.019379527,0.028736275,1,1
-0.020204351,-0.051514146,1,1
-0.08234636,-0.04402932,1,1
-0.063066842,-0.052700752,1,1
-0.079067442,-0.094333894,1,1
-0.074893773,-0.087456766,1,1
-0.070142275,-0.111644945,1,1
-0.15460425,-0.134528962,1,1
-0.121402907,-0.108909917,1,1
-0.125108825,-0.09612203,1,1
-0.097896991,-0.078507903,1,1
-0.117634015,-0.158811163,1,1
-0.156815351,-0.095927492,1,1
-0.089723633,-0.093515314,1,1
-0.080155818,-0.107853568,1,1
-0.085216669,-0.119789776,1,1
-0.075477113,-0.084483798,1,1
-0.154264013,-0.07955779,1,1
-0.03029037,-0.102208251,1,1
-0.072023101,-0.060027279,1,1
-0.086424595,-0.074587336,1,1
-0.0688519,-0.074647788,1,1
-0.042698728,-0.071490784,1,1
-0.084389566,-0.029750628,1,1
-0.030517086,0.026196393,1,1
0.039947523,-0.026043865,1,1
-0.047177273,0.018874933,1,1
0.135774518,0.036042241,1,1
0.248070002,0.286187883,1,1
0.131274649,0.108252407,1,1
0.244093645,0.196098588,1,1
0.113858087,0.115703157,1,1
